[Equity Support - Nearing List]
Symbol,Rank,Lot,MTF,Quality Score,LTP,Day Gap%,Week Gap%,Month Gap%,Volatility%,Details
INMD,3000,100,1.0,5,13.4,1.94,1.94,-53.73,1.42,(Stock Name: InMode Ltd.; Sector: Healthcare; Intrinsic: 10.78; Revenue: 37 cr; Net Profit: 9 cr; Recommended: none; Projected High: 15.0; Projected Medium: 14.0; Projected Low: 14.0; All time high: 99.27 => 87.0%; SMA 200: 14.38 => -7.28%; RSI: 40.53; Day Volatility: 1.42; Week Volatility: 4.15; Month Volatility: 11.37; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 13.14 => 1.94%; Week Support: 13.14 => 1.94%; Month Support: 20.6 => -53.73%; Day NWE: 12.56 => 6.3%; Week NWE: 11.75 => 12.29%; Month NWE: 0.0 => 100.0%)
HLI,1142,100,1.0,2,140.77,1.97,1.97,47.3,2.88,(Stock Name: Houlihan Lokey, Inc.; Sector: Financial Services; Intrinsic: 33.71; Revenue: 262 cr; Net Profit: 43 cr; Recommended: none; Projected High: 200.0; Projected Medium: 169.0; Projected Low: 155.0; All time high: 211.78 => 34.0%; SMA 200: 170.19 => -20.9%; RSI: 45.25; Day Volatility: 2.88; Week Volatility: 6.11; Month Volatility: 14.2; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 137.99 => 1.97%; Week Support: 137.99 => 1.97%; Month Support: 74.18 => 47.3%; Day NWE: 124.61 => 11.48%; Week NWE: 119.33 => 15.23%; Month NWE: 115.2 => 18.16%)
BF-A,1545,100,1.0,4,26.64,1.99,1.99,-113.85,3.14,(Stock Name: Brown Forman Inc; Sector: Consumer Defensive; Intrinsic: 8.76; Revenue: 393 cr; Net Profit: 72 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 83.01 => 68.0%; SMA 200: 27.53 => -3.35%; RSI: 48.86; Day Volatility: 3.14; Week Volatility: 7.43; Month Volatility: 16.43; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 26.11 => 1.99%; Week Support: 26.11 => 1.99%; Month Support: 56.97 => -113.85%; Day NWE: 23.21 => 12.86%; Week NWE: 22.3 => 16.28%; Month NWE: 15.72 => 40.98%)
AMT,208,100,1.0,4,176.05,2.01,2.01,12.2,2.5,(Stock Name: American Tower Corporation (REI; Sector: Real Estate; Intrinsic: 7.56; Revenue: 1082 cr; Net Profit: 290 cr; Recommended: buy; Projected High: 260.0; Projected Medium: 210.0; Projected Low: 195.0; All time high: 303.72 => 42.0%; SMA 200: 182.33 => -3.56%; RSI: 37.88; Day Volatility: 2.5; Week Volatility: 6.04; Month Volatility: 11.44; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 172.51 => 2.01%; Week Support: 172.51 => 2.01%; Month Support: 154.58 => 12.2%; Day NWE: 174.5 => 0.88%; Week NWE: 154.68 => 12.14%; Month NWE: 143.11 => 18.71%)
DSL,2617,100,1.0,-3,10.8,2.04,2.04,2.04,0.83,
LEGN,1425,100,1.0,0,27.93,2.11,2.11,,7.12,(Stock Name: Legend Biotech Corporation; Sector: Healthcare; Intrinsic: 5.21; Revenue: 114 cr; Net Profit: -25 cr; Recommended: buy; Projected High: 86.0; Projected Medium: 60.0; Projected Low: 27.0; All time high: 77.32 => 64.0%; SMA 200: 25.72 => 7.9%; RSI: 42.95; Day Volatility: 7.12; Week Volatility: 24.48; Month Volatility: 27.21; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 27.34 => 2.11%; Week Support: 27.34 => 2.11%; Month Support: 0.0 => 100.0%; Day NWE: 28.35 => -1.49%; Week NWE: 15.27 => 45.32%; Month NWE: 0.0 => 100.0%)
LAND,3678,100,1.0,-3,8.66,2.19,2.19,2.19,2.65,(Stock Name: Gladstone Land Corporation; Sector: Real Estate; Intrinsic: 16.48; Revenue: 9 cr; Net Profit: -3 cr; Recommended: none; Projected High: 12.0; Projected Medium: 11.5; Projected Low: 10.0; All time high: 42.1 => 79.0%; SMA 200: 9.78 => -12.89%; RSI: 31.29; Day Volatility: 2.65; Week Volatility: 5.17; Month Volatility: 17.23; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.47 => 2.19%; Week Support: 8.47 => 2.19%; Month Support: 8.47 => 2.19%; Day NWE: 8.04 => 7.18%; Week NWE: 8.0 => 7.57%; Month NWE: 1.63 => 81.21%)
IDN,4966,100,1.0,3,4.09,2.2,2.2,61.86,4.31,(Stock Name: Intellicheck, Inc.; Sector: Technology; Intrinsic: 1.06; Revenue: 2 cr; Net Profit: 0 cr; Recommended: none; Projected High: 8.5; Projected Medium: 7.5; Projected Low: 6.5; All time high: 37.84 => 89.0%; SMA 200: 5.72 => -39.85%; RSI: 31.83; Day Volatility: 4.31; Week Volatility: 22.77; Month Volatility: 46.25; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.0 => 2.2%; Week Support: 4.0 => 2.2%; Month Support: 1.56 => 61.86%; Day NWE: 2.46 => 39.84%; Week NWE: 3.67 => 10.2%; Month NWE: 2.35 => 42.61%)
HUYA,4450,100,1.0,2,2.26,2.21,2.21,2.21,3.5,(Stock Name: HUYA Inc.; Sector: Communication Services; Intrinsic: 3.01; Revenue: 672 cr; Net Profit: -12 cr; Recommended: buy; Projected High: 5.6239; Projected Medium: 4.0797076; Projected Low: 2.8038197; All time high: 50.82 => 96.0%; SMA 200: 3.21 => -41.93%; RSI: 25.45; Day Volatility: 3.5; Week Volatility: 11.92; Month Volatility: 39.22; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.21 => 2.21%; Week Support: 2.21 => 2.21%; Month Support: 2.21 => 2.21%; Day NWE: 1.83 => 18.85%; Week NWE: 1.82 => 19.4%; Month NWE: 0.0 => 100.0%)
BXMT,1863,100,1.0,4,18.09,2.32,2.32,8.73,1.96,(Stock Name: Blackstone Mortgage Trust, Inc.; Sector: Real Estate; Intrinsic: 19.96; Revenue: 47 cr; Net Profit: 10 cr; Recommended: buy; Projected High: 23.0; Projected Medium: 20.75; Projected Low: 19.5; All time high: 54.8 => 67.0%; SMA 200: 19.06 => -5.35%; RSI: 46.16; Day Volatility: 1.96; Week Volatility: 4.11; Month Volatility: 8.09; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 17.67 => 2.32%; Week Support: 17.67 => 2.32%; Month Support: 16.51 => 8.73%; Day NWE: 17.27 => 4.54%; Week NWE: 17.15 => 5.19%; Month NWE: 13.35 => 26.18%)
WGO,2962,100,1.0,2,28.67,2.34,2.34,2.34,4.23,(Stock Name: Winnebago Industries, Inc.; Sector: Consumer Cyclical; Intrinsic: 43.8; Revenue: 291 cr; Net Profit: 4 cr; Recommended: buy; Projected High: 76.0; Projected Medium: 37.0; Projected Low: 29.0; All time high: 87.53 => 67.0%; SMA 200: 36.22 => -26.32%; RSI: 46.12; Day Volatility: 4.23; Week Volatility: 8.53; Month Volatility: 28.19; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 28.0 => 2.34%; Week Support: 28.0 => 2.34%; Month Support: 28.0 => 2.34%; Day NWE: 24.26 => 15.38%; Week NWE: 20.61 => 28.1%; Month NWE: 17.55 => 38.77%)
MOS,1173,100,1.0,4,22.9,2.36,2.36,2.36,5.95,(Stock Name: Mosaic Company (The); Sector: Basic Materials; Intrinsic: 37.14; Revenue: 1243 cr; Net Profit: 5 cr; Recommended: buy; Projected High: 35.0; Projected Medium: 27.0; Projected Low: 19.0; All time high: 89.24 => 74.0%; SMA 200: 26.77 => -16.9%; RSI: 52.48; Day Volatility: 5.95; Week Volatility: 9.93; Month Volatility: 21.69; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 22.36 => 2.36%; Week Support: 22.36 => 2.36%; Month Support: 22.36 => 2.36%; Day NWE: 19.35 => 15.51%; Week NWE: 17.8 => 22.27%; Month NWE: 12.95 => 43.46%)
HD,43,100,1.0,4,334.28,2.38,2.38,17.96,2.5,(Stock Name: Home Depot, Inc. (The); Sector: Consumer Cyclical; Intrinsic: 13.92; Revenue: 16659 cr; Net Profit: 1401 cr; Recommended: buy; Projected High: 430.0; Projected Medium: 374.0; Projected Low: 310.0; All time high: 439.37 => 24.0%; SMA 200: 358.69 => -7.3%; RSI: 60.57; Day Volatility: 2.5; Week Volatility: 5.51; Month Volatility: 11.76; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 326.31 => 2.38%; Week Support: 326.31 => 2.38%; Month Support: 274.26 => 17.96%; Day NWE: 297.75 => 10.93%; Week NWE: 277.76 => 16.91%; Month NWE: 295.41 => 11.63%)
AMTM,1412,100,1.0,2,21.66,2.54,2.54,,3.97,(Stock Name: Amentum Holdings, Inc.; Sector: Industrials; Intrinsic: 18.88; Revenue: 1420 cr; Net Profit: 15 cr; Recommended: buy; Projected High: 40.0; Projected Medium: 35.0; Projected Low: 22.0; All time high: 38.11 => 43.0%; SMA 200: 26.85 => -23.98%; RSI: 36.51; Day Volatility: 3.97; Week Volatility: 9.66; Month Volatility: 25.2; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.11 => 2.54%; Week Support: 21.11 => 2.54%; Month Support: 0.0 => 100.0%; Day NWE: 19.13 => 11.7%; Week NWE: 0.0 => 100.0%; Month NWE: 0.0 => 100.0%)
SCHW,107,100,1.0,5,91.7,2.56,2.56,50.93,2.64,(Stock Name: Charles Schwab Corporation (The; Sector: Financial Services; Intrinsic: 24.43; Revenue: 2480 cr; Net Profit: 902 cr; Recommended: buy; Projected High: 137.0; Projected Medium: 118.0; Projected Low: 84.0; All time high: 107.5 => 15.0%; SMA 200: 94.74 => -3.31%; RSI: 54.2; Day Volatility: 2.64; Week Volatility: 5.17; Month Volatility: 11.1; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 89.35 => 2.56%; Week Support: 89.35 => 2.56%; Month Support: 45.0 => 50.93%; Day NWE: 84.65 => 7.69%; Week NWE: 80.22 => 12.52%; Month NWE: 73.78 => 19.54%)
VSTM,3713,100,1.0,-3,4.12,2.67,2.67,49.03,6.83,(Stock Name: Verastem, Inc.; Sector: Healthcare; Intrinsic: 0.74; Revenue: 5 cr; Net Profit: -19 cr; Recommended: strong_buy; Projected High: 18.0; Projected Medium: 15.5; Projected Low: 14.0; All time high: 225.84 => 98.0%; SMA 200: 7.04 => -70.89%; RSI: 45.86; Day Volatility: 6.83; Week Volatility: 17.68; Month Volatility: 48.99; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.01 => 2.67%; Week Support: 4.01 => 2.67%; Month Support: 2.1 => 49.03%; Day NWE: 2.98 => 27.7%; Week NWE: 1.88 => 54.29%; Month NWE: -5.62 => 236.48%)
CNA,878,100,1.0,5,44.52,2.76,2.76,19.36,1.76,(Stock Name: CNA Financial Corporation; Sector: Financial Services; Intrinsic: 40.13; Revenue: 1535 cr; Net Profit: 122 cr; Recommended: none; Projected High: 42.0; Projected Medium: 42.0; Projected Low: 42.0; All time high: 55.62 => 20.0%; SMA 200: 46.32 => -4.04%; RSI: 51.82; Day Volatility: 1.76; Week Volatility: 5.31; Month Volatility: 9.97; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 43.29 => 2.76%; Week Support: 43.29 => 2.76%; Month Support: 35.9 => 19.36%; Day NWE: 41.14 => 7.59%; Week NWE: 41.51 => 6.77%; Month NWE: 38.89 => 12.64%)
XPOF,3999,100,1.0,-3,6.83,2.78,2.78,,5.46,(Stock Name: Xponential Fitness, Inc.; Sector: Consumer Cyclical; Intrinsic: -7.63; Revenue: 30 cr; Net Profit: -5 cr; Recommended: hold; Projected High: 10.0; Projected Medium: 7.0; Projected Low: 6.0; All time high: 33.58 => 80.0%; SMA 200: 7.02 => -2.81%; RSI: 65.53; Day Volatility: 5.46; Week Volatility: 14.6; Month Volatility: 35.16; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.64 => 2.78%; Week Support: 6.64 => 2.78%; Month Support: 0.0 => 100.0%; Day NWE: 4.8 => 29.69%; Week NWE: 2.46 => 63.96%; Month NWE: 0.0 => 100.0%)
HLN,407,100,1.0,4,8.96,2.79,2.79,,1.78,(Stock Name: Haleon plc; Sector: Healthcare; Intrinsic: 4.87; Revenue: 1103 cr; Net Profit: 167 cr; Recommended: buy; Projected High: 13.85; Projected Medium: 11.6; Projected Low: 10.0; All time high: 11.42 => 22.0%; SMA 200: 9.71 => -8.41%; RSI: 45.26; Day Volatility: 1.78; Week Volatility: 3.83; Month Volatility: 9.88; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.71 => 2.79%; Week Support: 8.71 => 2.79%; Month Support: 0.0 => 100.0%; Day NWE: 8.37 => 6.56%; Week NWE: 8.13 => 9.23%; Month NWE: 0.0 => 100.0%)
IEP,1466,100,1.0,0,7.29,2.88,2.88,-547.05,1.8,(Stock Name: Icahn Enterprises L.P. - Deposi; Sector: Energy; Intrinsic: 3.06; Revenue: 978 cr; Net Profit: -33 cr; Recommended: none; Projected High: 12.0; Projected Medium: 12.0; Projected Low: 12.0; All time high: 149.77 => 95.0%; SMA 200: 7.93 => -8.79%; RSI: 37.75; Day Volatility: 1.8; Week Volatility: 4.17; Month Volatility: 11.56; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.08 => 2.88%; Week Support: 7.08 => 2.88%; Month Support: 47.17 => -547.05%; Day NWE: 6.91 => 5.17%; Week NWE: 5.64 => 22.66%; Month NWE: -6.27 => 186.01%)
YUMC,770,100,1.0,5,42.93,2.89,2.89,33.61,2.26,(Stock Name: Yum China Holdings, Inc.; Sector: Consumer Cyclical; Intrinsic: 15.2; Revenue: 1209 cr; Net Profit: 95 cr; Recommended: strong_buy; Projected High: 77.0; Projected Medium: 60.35; Projected Low: 54.2; All time high: 69.67 => 38.0%; SMA 200: 47.6 => -10.88%; RSI: 38.58; Day Volatility: 2.26; Week Volatility: 5.09; Month Volatility: 12.46; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 41.69 => 2.89%; Week Support: 41.69 => 2.89%; Month Support: 28.5 => 33.61%; Day NWE: 39.63 => 7.7%; Week NWE: 38.82 => 9.58%; Month NWE: 39.03 => 9.08%)
BEEM,5500,100,1.0,-3,1.37,2.92,2.92,2.92,9.18,(Stock Name: Beam Global; Sector: Technology; Intrinsic: 1.02; Revenue: 3 cr; Net Profit: -2 cr; Recommended: none; Projected High: 3.5; Projected Medium: 3.0; Projected Low: 1.5; All time high: 75.9 => 98.0%; SMA 200: 1.91 => -39.24%; RSI: 47.62; Day Volatility: 9.18; Week Volatility: 18.77; Month Volatility: 39.73; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.33 => 2.92%; Week Support: 1.33 => 2.92%; Month Support: 1.33 => 2.92%; Day NWE: 1.0 => 27.25%; Week NWE: 0.31 => 77.29%; Month NWE: -9.37 => 783.75%)
NNDM,4020,100,1.0,-1,1.35,2.96,2.96,-52.59,10.42,(Stock Name: Nano Dimension Ltd.; Sector: Technology; Intrinsic: 2.33; Revenue: 12 cr; Net Profit: -14 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 94.0 => 99.0%; SMA 200: 1.7 => -26.12%; RSI: 37.19; Day Volatility: 10.42; Week Volatility: 19.26; Month Volatility: 33.65; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.31 => 2.96%; Week Support: 1.31 => 2.96%; Month Support: 2.06 => -52.59%; Day NWE: 1.22 => 9.86%; Week NWE: 1.24 => 8.01%; Month NWE: 1.02 => 24.44%)
CHDN,1306,100,1.0,3,88.27,3.05,3.05,3.05,3.67,(Stock Name: Churchill Downs, Incorporated; Sector: Consumer Cyclical; Intrinsic: 15.72; Revenue: 295 cr; Net Profit: 39 cr; Recommended: strong_buy; Projected High: 155.0; Projected Medium: 138.5; Projected Low: 110.0; All time high: 150.45 => 41.0%; SMA 200: 96.67 => -9.52%; RSI: 49.75; Day Volatility: 3.67; Week Volatility: 7.32; Month Volatility: 16.5; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 85.58 => 3.05%; Week Support: 85.58 => 3.05%; Month Support: 85.58 => 3.05%; Day NWE: 79.15 => 10.33%; Week NWE: 71.81 => 18.65%; Month NWE: 73.27 => 16.99%)
BLNK,4897,100,1.0,-2,0.65,3.08,3.08,3.08,5.68,(Stock Name: Blink Charging Co.; Sector: Industrials; Intrinsic: 0.38; Revenue: 10 cr; Net Profit: -7 cr; Recommended: none; Projected High: 5.0; Projected Medium: 1.5; Projected Low: 1.0; All time high: 3750.0 => 100.0%; SMA 200: 1.02 => -56.48%; RSI: 38.08; Day Volatility: 5.68; Week Volatility: 20.81; Month Volatility: 51.71; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.63 => 3.08%; Week Support: 0.63 => 3.08%; Month Support: 0.63 => 3.08%; Day NWE: 0.56 => 14.49%; Week NWE: 0.0 => 100.6%; Month NWE: -9.99 => 1636.59%)
RWT,3163,100,1.0,-3,5.16,3.1,3.1,9.3,2.74,(Stock Name: Redwood Trust, Inc.; Sector: Real Estate; Intrinsic: 7.11; Revenue: 17 cr; Net Profit: -10 cr; Recommended: buy; Projected High: 7.0; Projected Medium: 6.75; Projected Low: 6.0; All time high: 24.78 => 79.0%; SMA 200: 5.65 => -9.42%; RSI: 42.58; Day Volatility: 2.74; Week Volatility: 4.96; Month Volatility: 15.2; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.0 => 3.1%; Week Support: 5.0 => 3.1%; Month Support: 4.68 => 9.3%; Day NWE: 4.74 => 8.11%; Week NWE: 4.69 => 9.1%; Month NWE: 2.37 => 53.98%)
SAR,3722,100,1.0,1,22.09,3.12,3.12,4.48,1.57,(Stock Name: Saratoga Investment Corp New; Sector: Financial Services; Intrinsic: 24.42; Revenue: 13 cr; Net Profit: 4 cr; Recommended: none; Projected High: 25.0; Projected Medium: 23.0; Projected Low: 22.0; All time high: 30.25 => 27.0%; SMA 200: 22.91 => -3.7%; RSI: 44.76; Day Volatility: 1.57; Week Volatility: 3.63; Month Volatility: 8.35; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.4 => 3.12%; Week Support: 21.4 => 3.12%; Month Support: 21.1 => 4.48%; Day NWE: 21.27 => 3.71%; Week NWE: 20.76 => 6.02%; Month NWE: 18.53 => 16.12%)
ALG,2218,100,1.0,2,161.35,3.13,3.13,32.85,3.02,(Stock Name: Alamo Group, Inc.; Sector: Industrials; Intrinsic: 97.59; Revenue: 163 cr; Net Profit: 10 cr; Recommended: none; Projected High: 225.0; Projected Medium: 216.0; Projected Low: 188.0; All time high: 233.29 => 31.0%; SMA 200: 177.82 => -10.21%; RSI: 59.99; Day Volatility: 3.02; Week Volatility: 7.19; Month Volatility: 18.11; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 156.3 => 3.13%; Week Support: 156.3 => 3.13%; Month Support: 108.35 => 32.85%; Day NWE: 134.61 => 16.57%; Week NWE: 129.0 => 20.05%; Month NWE: 144.89 => 10.2%)
WB,2667,100,1.0,2,7.33,3.14,3.14,4.09,1.98,(Stock Name: Weibo Corporation; Sector: Communication Services; Intrinsic: 16.39; Revenue: 178 cr; Net Profit: 38 cr; Recommended: buy; Projected High: 11.1; Projected Medium: 9.0; Projected Low: 6.6; All time high: 142.12 => 95.0%; SMA 200: 9.99 => -36.33%; RSI: 25.13; Day Volatility: 1.98; Week Volatility: 6.12; Month Volatility: 13.86; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.1 => 3.14%; Week Support: 7.1 => 3.14%; Month Support: 7.03 => 4.09%; Day NWE: 6.93 => 5.4%; Week NWE: 6.22 => 15.15%; Month NWE: 1.54 => 79.01%)
IMMR,4273,100,1.0,-1,6.68,3.14,3.14,11.08,4.05,(Stock Name: Immersion Corporation; Sector: Technology; Intrinsic: 8.94; Revenue: 175 cr; Net Profit: -2 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 17.7 => 62.0%; SMA 200: 6.52 => 2.32%; RSI: 56.06; Day Volatility: 4.05; Week Volatility: 7.7; Month Volatility: 14.73; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.47 => 3.14%; Week Support: 6.47 => 3.14%; Month Support: 5.94 => 11.08%; Day NWE: 5.99 => 10.3%; Week NWE: 5.14 => 22.98%; Month NWE: 3.77 => 43.58%)
UPST,1846,100,1.0,4,32.43,3.18,3.18,63.21,7.09,(Stock Name: Upstart Holdings, Inc.; Sector: Financial Services; Intrinsic: 7.66; Revenue: 117 cr; Net Profit: 5 cr; Recommended: buy; Projected High: 80.0; Projected Medium: 37.0; Projected Low: 20.0; All time high: 401.49 => 92.0%; SMA 200: 40.18 => -23.91%; RSI: 54.55; Day Volatility: 7.09; Week Volatility: 13.7; Month Volatility: 29.63; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 31.4 => 3.18%; Week Support: 31.4 => 3.18%; Month Support: 11.93 => 63.21%; Day NWE: 24.79 => 23.55%; Week NWE: 6.88 => 78.78%; Month NWE: 0.0 => 100.0%)
WRAP,5082,100,1.0,-1,1.24,3.23,3.23,2.42,5.24,(Stock Name: Wrap Technologies, Inc.; Sector: Technology; Intrinsic: 0.22; Revenue: 1 cr; Net Profit: -2 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 14.4 => 91.0%; SMA 200: 1.98 => -59.4%; RSI: 40.84; Day Volatility: 5.24; Week Volatility: 14.68; Month Volatility: 46.53; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.2 => 3.23%; Week Support: 1.2 => 3.23%; Month Support: 1.21 => 2.42%; Day NWE: 0.99 => 20.38%; Week NWE: 0.77 => 37.72%; Month NWE: 0.0 => 100.0%)
ONIT,3895,100,1.0,3,36.67,3.27,3.27,42.32,4.21,(Stock Name: Onity Group Inc.; Sector: Financial Services; Intrinsic: 74.81; Revenue: 111 cr; Net Profit: 17 cr; Recommended: strong_buy; Projected High: 58.0; Projected Medium: 54.0; Projected Low: 50.0; All time high: 902.7 => 96.0%; SMA 200: 41.61 => -13.48%; RSI: 47.07; Day Volatility: 4.21; Week Volatility: 12.57; Month Volatility: 23.81; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 35.47 => 3.27%; Week Support: 35.47 => 3.27%; Month Support: 21.15 => 42.32%; Day NWE: 30.29 => 17.4%; Week NWE: 31.15 => 15.04%; Month NWE: 25.34 => 30.9%)
CEPO,4290,100,1.0,-3,10.63,3.39,3.39,,0.17,
DFIN,2804,100,1.0,2,39.14,3.42,3.42,37.15,4.26,(Stock Name: Donnelley Financial Solutions, ; Sector: Technology; Intrinsic: 14.83; Revenue: 77 cr; Net Profit: 3 cr; Recommended: none; Projected High: 70.0; Projected Medium: 62.0; Projected Low: 57.0; All time high: 71.01 => 45.0%; SMA 200: 47.88 => -22.33%; RSI: 45.37; Day Volatility: 4.26; Week Volatility: 11.71; Month Volatility: 25.38; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 37.8 => 3.42%; Week Support: 37.8 => 3.42%; Month Support: 24.6 => 37.15%; Day NWE: 31.94 => 18.39%; Week NWE: 31.01 => 20.77%; Month NWE: 34.43 => 12.04%)
FDP,2573,100,1.0,1,27.44,3.43,3.43,22.63,2.69,(Stock Name: Del Monte Corporation; Sector: Consumer Defensive; Intrinsic: 42.35; Revenue: 427 cr; Net Profit: 7 cr; Recommended: none; Projected High: 52.0; Projected Medium: 52.0; Projected Low: 52.0; All time high: 66.86 => 59.0%; SMA 200: 37.04 => -34.97%; RSI: 23.03; Day Volatility: 2.69; Week Volatility: 10.14; Month Volatility: 19.51; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 26.5 => 3.43%; Week Support: 26.5 => 3.43%; Month Support: 21.23 => 22.63%; Day NWE: 25.19 => 8.21%; Week NWE: 29.72 => -8.31%; Month NWE: 27.1 => 1.25%)
PLMR,1896,100,1.0,4,111.7,3.54,3.54,60.94,3.19,(Stock Name: Palomar Holdings, Inc.; Sector: Financial Services; Intrinsic: 36.17; Revenue: 98 cr; Net Profit: 20 cr; Recommended: buy; Projected High: 168.0; Projected Medium: 156.5; Projected Low: 132.0; All time high: 175.85 => 36.0%; SMA 200: 121.21 => -8.52%; RSI: 48.75; Day Volatility: 3.19; Week Volatility: 8.55; Month Volatility: 16.9; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 107.75 => 3.54%; Week Support: 107.75 => 3.54%; Month Support: 43.63 => 60.94%; Day NWE: 99.93 => 10.54%; Week NWE: 91.46 => 18.12%; Month NWE: 0.0 => 100.0%)
LNN,2616,100,1.0,1,119.1,3.6,3.6,10.61,2.49,(Stock Name: Lindsay Corporation; Sector: Industrials; Intrinsic: 48.84; Revenue: 64 cr; Net Profit: 6 cr; Recommended: buy; Projected High: 135.0; Projected Medium: 124.0; Projected Low: 113.0; All time high: 183.08 => 35.0%; SMA 200: 121.54 => -2.04%; RSI: 68.15; Day Volatility: 2.49; Week Volatility: 5.14; Month Volatility: 14.18; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 114.81 => 3.6%; Week Support: 114.81 => 3.6%; Month Support: 106.46 => 10.61%; Day NWE: 105.44 => 11.47%; Week NWE: 97.91 => 17.8%; Month NWE: 96.57 => 18.92%)
ADCT,4637,100,1.0,-3,1.09,3.67,3.67,3.67,9.28,(Stock Name: ADC Therapeutics SA; Sector: Healthcare; Intrinsic: -1.7; Revenue: 8 cr; Net Profit: -14 cr; Recommended: buy; Projected High: 10.0; Projected Medium: 3.0; Projected Low: 2.0; All time high: 56.59 => 98.0%; SMA 200: 3.71 => -240.65%; RSI: 19.2; Day Volatility: 9.28; Week Volatility: 66.04; Month Volatility: 130.34; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 1.05 => 3.67%; Week Support: 1.05 => 3.67%; Month Support: 1.05 => 3.67%; Day NWE: 0.63 => 41.92%; Week NWE: 1.73 => -58.85%; Month NWE: 0.0 => 100.0%)
DLNG,4682,100,1.0,2,3.53,3.68,3.68,9.92,3.29,(Stock Name: Dynagas LNG Partners LP; Sector: Energy; Intrinsic: 11.37; Revenue: 16 cr; Net Profit: 5 cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 25.5 => 86.0%; SMA 200: 3.82 => -8.14%; RSI: 30.27; Day Volatility: 3.29; Week Volatility: 5.92; Month Volatility: 13.47; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 3.4 => 3.68%; Week Support: 3.4 => 3.68%; Month Support: 3.18 => 9.92%; Day NWE: 3.48 => 1.52%; Week NWE: 3.26 => 7.66%; Month NWE: 2.84 => 19.56%)
