[High Premium Options List]
Symbol,Rank,Rank,Lot,Intrinsic,ltp,Strike_Price,Call_Ask1%,Call_Ask2%,Call_Ask3%,Put_Ask1%,Put_Ask2%,Put_Ask3%,Day_Range,Week_Range,Month_Range
INDHOTEL,114,114,1,81.28,675.1,675,,,2.64,6.33,11.31
SHREECEM,115,115,1,6219.59,26550,26500,,,2.25,5.08,7.36
ICICIPRULI,113,113,1,92.934,664.15,665,,,2.05,5.12,8.26
RECLTD,118,118,1,317.1,352.2,352.5,,,2.4,7.89,10.4
MAZDOCK,119,119,1,220.89,2280.8,2280,,,2.9,7.93,14.56
ZYDUSLIFE,120,120,1,251.492,907.95,910,,,1.57,4.4,8.23
DABUR,121,121,1,61.748,514.35,515,,,2.23,4.65,8.82
ABCAPITAL,122,122,1,123.042,346.2,345,,,2.65,7.11,10.7
BHEL,123,123,1,70.292,258.25,257.5,,,2.86,9.83,15.66
BHARATFORG,125,125,1,195.841,1832,1840,,,2.6,6.97,10.77
JSWENERGY,126,126,1,166.968,486.4,485,,,2.82,6.3,13.09
MANKIND,128,128,1,370.263,2046.6,2040,,,1.85,4.81,10.28
WAAREEENER,129,129,1,399.818,2915.8,2900,,,3.05,10.46,19.11
BANKINDIA,132,132,1,189.861,174.13,174,,,2.55,8.1,10.1
SRF,133,133,1,447.61,2646.1,2640,,,3.04,8.8,12.95
PERSISTENT,134,134,1,497.651,4977.5,5000,,,4.71,10.56,17.79
TORNTPOWER,135,135,1,373.253,1536.4,1540,,,2.92,7.13,9.64
OIL,136,136,1,345.697,473.75,475,,,2.97,9.82,11.63
NYKAA,137,137,1,4.837,266.73,267.5,,,2.62,7.32,13.19
PAYTM,139,139,1,241.057,1173.7,1180,,,3.23,11.34,16.88
SBICARD,141,141,1,155.423,784.25,780,,-3.8,2.63,6.31,11.33
NHPC,142,142,1,41.182,74.08,74,,,2.05,6.42,11.07
FEDERALBNK,143,143,1,147.705,296.2,295,,,2.08,6.15,9.04
AUBANK,144,144,1,245.579,974.1,970,,,2.8,5.29,9.95
INDUSINDBK,146,146,1,835.417,919.75,920,,,2.46,6.33,9.75
POLICYBZR,152,152,1,147.566,1496,1500,,,3.02,7.85,15.43
FORTIS,149,149,1,124.776,919.7,920,,,2.21,5.89,12.32
NMDC,150,150,1,36.917,78.91,79,,,2.77,8.17,10.42
UNOMINDA,153,153,1,108.179,1196,1200,,,2.32,7.27,14.44
NAUKRI,151,151,1,751.29,1069.7,1060,,,3.74,9.14,12.84
AUROPHARMA,156,156,1,603.395,1150.6,1150,,,3.6,7.16,10.44
YESBANK,159,159,1,15.751,20.89,21,,,1.57,6.39,10.55
ALKEM,158,158,1,1116.264,5490.5,5500,,-1.0999999999999999,3.16,5.92,8.56
SAIL,161,161,1,140.573,156.68,157,,,3.09,7.71,11.12
MFSL,162,162,1,153.576,1870,1880,,,1.85,5.21,10.13
DIXON,163,163,1,749.752,10599,10600,,,3.51,9.24,20.51
PRESTIGE,164,164,1,367.452,1488.9,1480,,,2.86,8.68,14.85
NATIONALUM,167,167,1,108.064,338.95,340,,,2.72,11.88,15.4
PHOENIXLTD,171,171,1,301.724,1716.3,1720,,,2.47,6.62,11.59
APLAPOLLO,173,173,1,165.874,2191.5,2200,,,2.2,6.09,8.38
COLPAL,176,176,1,58.171,2196,2200,,,1.92,4.64,7.95
PATANJALI,180,180,1,111.348,532.95,535,,,2.28,6.45,10.19
OFSS,179,179,1,794.018,6669.5,6700,,,2.81,8.77,14.9
OBEROIRLTY,186,186,1,460.41,1521.8,1520,,,2.25,6.89,12.28
LAURUSLABS,188,188,1,88.975,1017.05,1020,,,2.11,8.01,12.11
GODREJPROP,187,187,1,607.988,1829.7,1820,,,3.3,10.21,18.52
UPL,190,190,1,389.303,644.8,640,,-3,4.71,9.1,14.86
IRCTC,195,195,1,53.319,639.45,640,,,2.74,5.85,8.87
VOLTAS,196,196,1,191.311,1538.2,1540,,,2.16,6.91,11.71
SUPREMEIND,198,198,1,450.434,3940.6,3950,,,2.17,5.54,12.1
TIINDIA,199,199,1,388.704,2539.6,2540,,,2.97,8.56,15.16
PIIND,202,202,1,713.681,3119.5,3120,,,3.24,7.02,11.55
BDL,203,203,1,115.059,1275.6,1280,,,3.21,9.14,16.86
PETRONET,204,204,1,140.783,306.45,307.5,,,2.35,6.02,7.0
KEI,207,207,1,647.651,4765.7,4750,,,2.94,7.86,12.23
360ONE,206,206,1,231.141,1126.9,1120,,,2.67,9.36,12.26
ASTRAL,211,211,1,140.62,1635.1,1640,,,2.17,6.31,9.83
MPHASIS,210,210,1,533.51,2309.8,2300,,,3.77,9.24,14.74
COFORGE,212,212,1,205.667,1289,1280,,-3.5999999999999996,4.61,10.41,22.55
KALYANKJIL,215,215,1,51.669,402.15,400,,,3.03,12.62,23.72
BLUESTARCO,217,217,1,150.848,1961.8,1960,,,2.37,6.15,12.06
DALBHARAT,220,220,1,943.13,2090.8,2100,,,2.17,8.12,11.86
CONCOR,223,223,1,167.904,507.05,505,,,1.6,6.35,9.6
PAGEIND,232,232,1,1263.363,33070,33000,,,2.09,6.18,11.95
IREDA,239,239,1,48.196,127.23,127,,,2.43,7.81,12.63
JUBLFOOD,242,242,1,34.438,536.1,535,,,2.11,6.78,12.15
PREMIERENE,243,243,1,77.107,776.25,780,,,2.73,10.85,16.96
SONACOMS,251,251,1,91.918,536.05,535,,,2.18,6.56,11.06
DELHIVERY,253,253,1,128.627,433.95,435,,,2.24,7.6,12.87
TATAELXSI,266,266,1,433.801,4714,4700,,,3.25,9.21,14.23
LICHSGFIN,269,269,1,700.243,524.85,525,,,2.03,5.47,8.05
EXIDEIND,270,270,1,172.99,338.4,337.5,,,2.06,6,11.02
CDSL,279,279,1,83.376,1334.3,1340,,,2.64,8.37,14.67
BANDHANBNK,277,277,1,153.395,173.65,172.5,,,2.68,5.91,10.47
AMBER,282,282,1,1037.867,7770,7800,,,2.29,8.4,16.92
MANAPPURAM,291,291,1,148.585,303.85,305,,,2.67,9.39,13.12
KAYNES,292,292,1,715.496,3799.5,3800,,-4.8,3.67,9.37,30.79
NBCC,290,290,1,9.918,95.34,95,,,3,9.42,18.01
TATATECH,299,299,1,87.92,600.55,600,,,2.62,6.84,9.98
NUVAMA,309,309,1,210.384,1263.5,1260,,,3.09,9.86,14.42
ANGELONE,310,310,1,641.858,2491.3,2500,,,3.53,12.6,18.89
KPITTECH,313,313,1,120.042,812.7,810,,,3.85,13.58,20.86
PNBHOUSING,316,316,1,690.287,837.25,840,,,2.58,7.96,15.69
IIFL,320,320,1,305.352,503.9,,,,4.08,12.27,16.14
PPLPHARMA,319,319,1,61.029,162.14,162.5,,,2.93,7.98,14.48
SYNGENE,357,357,1,117.843,446.95,450,,,2.49,12.21,19.53
CAMS,361,361,1,49.184,718,720,,,2.37,7.08,10.86
KFINTECH,365,365,1,84.984,1011.3,1020,,,3.94,7.42,12.15
CROMPTON,367,367,1,53.001,265.46,265,,,3.07,7.21,12.91
PGEL,369,369,1,94.642,607.15,610,,,3.17,8.53,22.38
INOXWIND,377,377,1,50.91,96.13,95,,-4.3,4.32,10.57,22.38
SAMMAANCAP,463,463,1,275.018,154.63,155,,,2.04,6.12,17.26
HAL,30,30,1,555.023,4025.4,4050,,,2.73,7.84,11.98
HAVELLS,124,124,1,138.35,1412.8,1410,,,2.06,5.82,9.57
HCLTECH,18,18,1,272.02612,1426.2,1420,,,3.03,8.48,11.96
HDFCAMC,92,92,1,180.809,2726.8,2720,,,2.39,7.45,10.32
HDFCBANK,2,2,1,367.081,923.6,925,,,1.65,5.11,7.12
HDFCLIFE,55,55,1,81.65,742.45,740,,,1.93,4.81,8.02
HINDALCO,44,44,1,607.505,916.2,920,,-1.9,2.84,8.48,10.49
HINDPETRO,117,117,1,267.396,438.5,440,,-3,2.28,8.57,14.22
HINDUNILVR,10,10,1,207.383,2345.4,2340,,,2,4.54,8.93
HINDZINC,37,37,1,32.42,590.85,590,,,2.5,12.53,14.77
HUDCO,222,222,1,90.198,194.1,195,,,2.69,7.75,14.88
