
[Week 1: Signal Options List]
Symbol,Rank,Strength,Quality,LTP,days,Strike,c_ask,c_ask%,c_bid,c_bid%,p_ask,p_ask%,p_bid,p_bid%,NWE Day%,NWE Week%,RSI Day%,RSI Week%,SR Day%,SR Week%,Volatility%,Details
PINS,1031,M,5,17.62,20,18,0.72,4.09,0.52,2.9499999999999997,1.07,6.069999999999999,0.87,4.9399999999999995,-34.39,-34.39,-120.35,-96.52,-34.39,-34.39,3.35,(Stock Name: Pinterest. Inc.; Sector: Communication Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 7.14; Revenue: 422.0cr; Net Profit: 42.0cr; Recommended: buy; Projected High: 45.0; Projected Medium: 21.0; Projected Low: 15.4; All time high: 89.9 => 80.0%; SMA 200: 28.53 => -61.9%; RSI: 38.83; Day Volatility: 3.35; Week Volatility: 10.02; Month Volatility: 29.77; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 23.68 => -34.39%; Week Support: 23.68 => -34.39%; Month Support: 16.14 => 8.4%; Day NWE: 14.95 => 15.14%; Week NWE: 10.87 => 38.33%; Month NWE: 0.0 => 100.0%)
MOS,1096,F,3,24.76,20,25,1.15,4.64,1,4.04,1.3,5.25,1.2,4.8500000000000005,9.69,9.69,-69.98,-74.01,9.69,9.69,4.98,(Stock Name: Mosaic Company (The); Sector: Basic Materials; Strength: F - Mega / Large Cap / Quality names ; Intrinsic: 38.07; Revenue: 1205.0cr; Net Profit: 54.0cr; Recommended: hold; Projected High: 40.0; Projected Medium: 31.0; Projected Low: 24.0; All time high: 89.24 => 72.0%; SMA 200: 29.63 => -19.67%; RSI: 42.09; Day Volatility: 4.98; Week Volatility: 15.38; Month Volatility: 21.97; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 22.36 => 9.69%; Week Support: 22.36 => 9.69%; Month Support: 22.36 => 9.69%; Day NWE: 22.96 => 7.28%; Week NWE: 21.22 => 14.29%; Month NWE: 14.22 => 42.56%)
SNAP,1174,M,0,4.82,20,5,0.32,6.64,0.29,6.02,0.53,11,0.47,9.75,-43.15,-43.15,-955.27,-651.14,-43.15,-43.15,6.71,(Stock Name: Snap Inc.; Sector: Communication Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 1.33; Revenue: 593.0cr; Net Profit: -46.0cr; Recommended: hold; Projected High: 15.0; Projected Medium: 7.65; Projected Low: 4.0; All time high: 83.34 => 94.0%; SMA 200: 7.32 => -51.82%; RSI: 50.86; Day Volatility: 6.71; Week Volatility: 13.0; Month Volatility: 33.06; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 6.9 => -43.15%; Week Support: 6.9 => -43.15%; Month Support: 7.33 => -52.07%; Day NWE: 3.48 => 27.7%; Week NWE: 2.42 => 49.8%; Month NWE: 2.48 => 48.52%)
CHWY,1269,F,4,25.21,20,25,1.31,5.2,1.18,4.68,1.07,4.24,0.91,3.61,-18.31,-18.31,-78.24,-53.07,-18.31,-18.31,3.98,(Stock Name: Chewy. Inc.; Sector: Consumer Cyclical; Strength: F - Consumer / Retail / Services; Intrinsic: 1.2; Revenue: 1260.0cr; Net Profit: 22.0cr; Recommended: buy; Projected High: 50.0; Projected Medium: 40.0; Projected Low: 28.0; All time high: 120.0 => 79.0%; SMA 200: 33.73 => -33.79%; RSI: 44.93; Day Volatility: 3.98; Week Volatility: 11.08; Month Volatility: 21.03; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 29.83 => -18.31%; Week Support: 29.83 => -18.31%; Month Support: 14.69 => 41.75%; Day NWE: 22.95 => 8.98%; Week NWE: 19.15 => 24.04%; Month NWE: 0.0 => 100.0%)
CPB,1266,M,2,20.43,20,20,1,4.89,0.85,4.16,0.55,2.69,0.35,1.71,-43.86,-43.86,-40.49,-22.5,-43.86,-43.86,3.03,(Stock Name: The Campbell's Company; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 13.44; Revenue: 1004.0cr; Net Profit: 55.0cr; Recommended: hold; Projected High: 56.0; Projected Medium: 23.0; Projected Low: 19.0; All time high: 67.89 => 70.0%; SMA 200: 29.16 => -42.73%; RSI: 28.7; Day Volatility: 3.03; Week Volatility: 8.7; Month Volatility: 15.9; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 29.39 => -43.86%; Week Support: 29.39 => -43.86%; Month Support: 37.94 => -85.71%; Day NWE: 18.64 => 8.75%; Week NWE: 18.56 => 9.15%; Month NWE: 19.65 => 3.81%)
OWL,1337,M,5,8.23,20,8,0.65,7.9,0.55,6.68,0.4,4.859999999999999,0.35,4.25,-76.79,-76.79,-216.46,-170.07,-76.79,-76.79,5.23,(Stock Name: Blue Owl Capital Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 3.31; Revenue: 287.0cr; Net Profit: 8.0cr; Recommended: buy; Projected High: 23.0; Projected Medium: 12.5; Projected Low: 9.0; All time high: 26.73 => 69.0%; SMA 200: 15.46 => -87.79%; RSI: 26.04; Day Volatility: 5.23; Week Volatility: 13.4; Month Volatility: 29.78; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 14.55 => -76.79%; Week Support: 14.55 => -76.79%; Month Support: 8.06 => 2.13%; Day NWE: 6.7 => 18.54%; Week NWE: 6.63 => 19.42%; Month NWE: 0.0 => 100.0%)
S,1574,M,2,11.94,20,12,0.85,7.12,0.6,5.029999999999999,0.75,6.279999999999999,0.6,5.029999999999999,-28.64,-28.64,-188.07,-201.67,-28.64,-28.64,5.21,(Stock Name: SentinelOne. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 4.25; Revenue: 100.0cr; Net Profit: -45.0cr; Recommended: buy; Projected High: 26.0; Projected Medium: 18.0; Projected Low: 14.0; All time high: 78.53 => 85.0%; SMA 200: 16.03 => -34.29%; RSI: 34.4; Day Volatility: 5.21; Week Volatility: 12.45; Month Volatility: 19.83; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 15.36 => -28.64%; Week Support: 15.36 => -28.64%; Month Support: 12.43 => -4.1%; Day NWE: 11.73 => 1.75%; Week NWE: 9.49 => 20.49%; Month NWE: 0.0 => 100.0%)
BBWI,1650,M,2,18.1,20,18,1.15,6.35,0.9,4.97,1,5.52,0.75,4.14,-44.81,21.1,-130.45,-122.56,-44.81,21.1,5.45,(Stock Name: Bath & Body Works. Inc.; Sector: Consumer Cyclical; Strength: M - Fundamental and Momentum Influence ; Intrinsic: -6.37; Revenue: 729.0cr; Net Profit: 65.0cr; Recommended: none; Projected High: 56.0; Projected Medium: 25.0; Projected Low: 22.0; All time high: 82.0 => 78.0%; SMA 200: 24.38 => -34.69%; RSI: 41.71; Day Volatility: 5.45; Week Volatility: 13.24; Month Volatility: 27.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 26.21 => -44.81%; Week Support: 14.28 => 21.1%; Month Support: 27.3 => -50.83%; Day NWE: 15.31 => 15.42%; Week NWE: 11.85 => 34.54%; Month NWE: 4.38 => 75.8%)
MARA,1654,S,-2,9.54,20,9.5,0.86,9.01,0.8,8.39,0.79,8.28,0.75,7.86,-2.83,-2.83,-514.56,-369.48,-2.83,-2.83,6.65,(Stock Name: MARA Holdings. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Meme / High hype ; Intrinsic: 9.15; Revenue: 91.0cr; Net Profit: -131.0cr; Recommended: buy; Projected High: 30.0; Projected Medium: 13.0; Projected Low: 8.0; All time high: 155.68 => 94.0%; SMA 200: 13.5 => -41.47%; RSI: 58.63; Day Volatility: 6.65; Week Volatility: 18.57; Month Volatility: 43.74; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 9.81 => -2.83%; Week Support: 9.81 => -2.83%; Month Support: 3.11 => 67.4%; Day NWE: 6.49 => 32.0%; Week NWE: 3.32 => 65.23%; Month NWE: -5.11 => 153.54%)
DUOL,1643,S,4,90.03,20,90,5.7,6.329999999999999,5.2,5.779999999999999,5.4,6,5,5.55,-192.88,-192.88,60.48,75.62,-192.88,-192.88,6.92,(Stock Name: Duolingo. Inc.; Sector: Technology; Strength: S - High hype / weak fundamentals / retail-driven ; Intrinsic: 28.89; Revenue: 104.0cr; Net Profit: 41.0cr; Recommended: hold; Projected High: 145.0; Projected Medium: 100.0; Projected Low: 81.0; All time high: 544.93 => 83.0%; SMA 200: 231.43 => -157.05%; RSI: 35.58; Day Volatility: 6.92; Week Volatility: 15.12; Month Volatility: 60.49; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 263.68 => -192.88%; Week Support: 263.68 => -192.88%; Month Support: 60.5 => 32.8%; Day NWE: 66.75 => 25.85%; Week NWE: -12.42 => 113.8%; Month NWE: 0.0 => 100.0%)
BILL,1700,M,0,34.71,20,35,3.3,9.51,1.6,4.61,2.65,7.630000000000001,2,5.76,-5.3,-5.3,17.3,-0.18,-5.3,-5.3,5.52,(Stock Name: BILL Holdings. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 38.08; Revenue: 155.0cr; Net Profit: -2.0cr; Recommended: buy; Projected High: 84.0; Projected Medium: 57.5; Projected Low: 42.0; All time high: 348.49 => 90.0%; SMA 200: 47.17 => -35.89%; RSI: 28.71; Day Volatility: 5.52; Week Volatility: 13.08; Month Volatility: 30.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 36.55 => -5.3%; Week Support: 36.55 => -5.3%; Month Support: 0.0 => 100.0%; Day NWE: 31.63 => 8.89%; Week NWE: 22.88 => 34.08%; Month NWE: 0.0 => 100.0%)
SMR,1824,M,-2,9.21,20,9,1.02,11.07,0.94,10.209999999999999,0.76,8.25,0.7,7.6,-20.3,-20.3,-254.42,-247.73,-20.3,-20.3,7.2,(Stock Name: NuScale Power Corporation; Sector: Industrials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 3.67; Revenue: 3.0cr; Net Profit: -36.0cr; Recommended: buy; Projected High: 52.0; Projected Medium: 20.0; Projected Low: 8.0; All time high: 57.42 => 84.0%; SMA 200: 27.66 => -200.31%; RSI: 32.64; Day Volatility: 7.2; Week Volatility: 16.92; Month Volatility: 124.63; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 11.08 => -20.3%; Week Support: 11.08 => -20.3%; Month Support: 1.81 => 80.35%; Day NWE: 4.54 => 50.69%; Week NWE: -0.97 => 110.5%; Month NWE: 0.0 => 100.0%)
LCID,1857,S,0,8.58,20,8.5,0.95,11.07,0.47,5.48,0.81,9.44,0.54,6.29,-124.94,-124.94,-324.98,-264.55,-124.94,-124.94,6.36,(Stock Name: Lucid Group. Inc.; Sector: Consumer Cyclical; Strength: S - Retail / Meme / Weak fundamentals ; Intrinsic: 2.19; Revenue: 135.0cr; Net Profit: -368.0cr; Recommended: hold; Projected High: 30.0; Projected Medium: 14.0; Projected Low: 7.5; All time high: 648.6 => 99.0%; SMA 200: 16.26 => -89.52%; RSI: 36.46; Day Volatility: 6.36; Week Volatility: 14.28; Month Volatility: 44.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.3 => -124.94%; Week Support: 19.3 => -124.94%; Month Support: 0.0 => 100.0%; Day NWE: 7.53 => 12.25%; Week NWE: 1.4 => 83.74%; Month NWE: 0.0 => 100.0%)
UPST,1932,S,4,27.26,20,27,2,7.340000000000001,1.89,6.93,1.72,6.3100000000000005,1.57,5.76,-15.19,-15.19,-78.76,-24.44,-15.19,-15.19,5.21,(Stock Name: Upstart Holdings. Inc.; Sector: Financial Services; Strength: S - High hype / retail / weak fundamentals ; Intrinsic: 8.15; Revenue: 108.0cr; Net Profit: 5.0cr; Recommended: buy; Projected High: 80.0; Projected Medium: 45.0; Projected Low: 20.0; All time high: 401.49 => 93.0%; SMA 200: 50.18 => -84.07%; RSI: 48.73; Day Volatility: 5.21; Week Volatility: 12.78; Month Volatility: 37.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 31.4 => -15.19%; Week Support: 31.4 => -15.19%; Month Support: 11.93 => 56.24%; Day NWE: 18.96 => 30.46%; Week NWE: 8.07 => 70.39%; Month NWE: 0.0 => 100.0%)
SOC,2155,M,-3,13.14,20,13,1.85,14.08,1.36,10.35,1.44,10.96,1.01,7.6899999999999995,-23.74,71.69,-224.45,-276.69,-23.74,71.69,8.83,
RH,1991,M,3,125.58,20,125,9.3,7.41,7.5,5.970000000000001,8.4,6.69,7.2,5.7299999999999995,2.03,2.03,66.39,71.13,2.03,2.03,5.52,(Stock Name: RH; Sector: Consumer Cyclical; Strength: M - Mixed (both fundamentals + momentum/news driven); Intrinsic: 3.23; Revenue: 344.0cr; Net Profit: 12.0cr; Recommended: hold; Projected High: 275.0; Projected Medium: 150.0; Projected Low: 88.0; All time high: 744.56 => 83.0%; SMA 200: 187.76 => -49.51%; RSI: 42.21; Day Volatility: 5.52; Week Volatility: 18.72; Month Volatility: 32.38; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 123.03 => 2.03%; Week Support: 123.03 => 2.03%; Month Support: 123.03 => 2.03%; Day NWE: 89.1 => 29.05%; Week NWE: 63.52 => 49.42%; Month NWE: -28.34 => 122.57%)
BULL,2069,M,2,4.93,20,5,0.31,6.29,0.25,5.07,0.38,7.71,0.3,6.09,-93.51,-93.51,-714.75,-474.58,-93.51,-93.51,4.69,(Stock Name: Webull Corporation; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 1.94; Revenue: 56.0cr; Net Profit: -49.0cr; Recommended: none; Projected High: 14.0; Projected Medium: 12.0; Projected Low: 9.0; All time high: 79.56 => 94.0%; SMA 200: 10.15 => -105.95%; RSI: 40.17; Day Volatility: 4.69; Week Volatility: 12.49; Month Volatility: 47.76; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 9.54 => -93.51%; Week Support: 9.54 => -93.51%; Month Support: 0.0 => 100.0%; Day NWE: 3.69 => 25.07%; Week NWE: 2.52 => 48.82%; Month NWE: 0.0 => 100.0%)
PTON,2170,S,-3,4.62,20,4.5,0.59,12.770000000000001,0.14,3.0300000000000002,0.33,7.140000000000001,0.17,3.6799999999999997,-0.22,-0.22,-1131.32,-789.66,-0.22,-0.22,6.23,(Stock Name: Peloton Interactive. Inc.; Sector: Consumer Cyclical; Strength: S - Meme / High retail / Weak fundamentals ; Intrinsic: -0.77; Revenue: 244.0cr; Net Profit: -5.0cr; Recommended: buy; Projected High: 20.0; Projected Medium: 6.5; Projected Low: 4.0; All time high: 171.09 => 97.0%; SMA 200: 6.42 => -38.87%; RSI: 56.89; Day Volatility: 6.23; Week Volatility: 12.01; Month Volatility: 32.08; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.63 => -0.22%; Week Support: 4.63 => -0.22%; Month Support: 2.7 => 41.56%; Day NWE: 3.48 => 24.58%; Week NWE: 2.27 => 50.85%; Month NWE: 0.0 => 100.0%)
ABR,2395,M,1,7.5,20,7.5,0.5,6.67,0.2,2.67,0.3,4,0.2,2.67,-12.4,-12.4,-520.64,-416.14,-12.4,-12.4,2.76,(Stock Name: Arbor Realty Trust; Sector: Real Estate; Strength: M - Fundamental and Momentum Influence; Intrinsic: 11.87; Revenue: 55.0cr; Net Profit: 11.0cr; Recommended: hold; Projected High: 11.0; Projected Medium: 7.75; Projected Low: 7.5; All time high: 20.74 => 64.0%; SMA 200: 9.71 => -29.5%; RSI: 46.55; Day Volatility: 2.76; Week Volatility: 8.38; Month Volatility: 20.04; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.43 => -12.4%; Week Support: 8.43 => -12.4%; Month Support: 10.1 => -34.67%; Day NWE: 6.68 => 10.96%; Week NWE: 5.49 => 26.75%; Month NWE: 5.23 => 30.23%)
AI,2577,S,-3,8.28,20,8.5,0.47,5.680000000000001,0.34,4.109999999999999,0.71,8.57,0.58,7.000000000000001,-127.66,-127.66,-390.88,-279.4,-127.66,-127.66,4.9,(Stock Name: C3.ai. Inc.; Sector: Technology; Strength: S - High risk / news-driven / retail hype / biotech-heavy; Intrinsic: 4.99; Revenue: 31.0cr; Net Profit: -43.0cr; Recommended: none; Projected High: 17.0; Projected Medium: 7.0; Projected Low: 6.0; All time high: 183.9 => 95.0%; SMA 200: 15.85 => -91.38%; RSI: 40.65; Day Volatility: 4.9; Week Volatility: 16.35; Month Volatility: 38.33; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 18.85 => -127.66%; Week Support: 18.85 => -127.66%; Month Support: 10.16 => -22.71%; Day NWE: 6.62 => 20.08%; Week NWE: 1.83 => 77.87%; Month NWE: 0.0 => 100.0%)
RUM,2641,S,0,4.99,20,5,0.35,7.01,0.2,4.01,0.5,10.02,0.15,3.01,1.4,1.4,-780.25,-663.23,1.4,1.4,4.11,(Stock Name: Rumble Inc.; Sector: Communication Services; Strength: S - Crypto / Blockchain / Speculative tech ; Intrinsic: 0.81; Revenue: 10.0cr; Net Profit: -8.0cr; Recommended: none; Projected High: 22.0; Projected Medium: 22.0; Projected Low: 22.0; All time high: 18.52 => 73.0%; SMA 200: 6.92 => -38.61%; RSI: 43.92; Day Volatility: 4.11; Week Volatility: 13.26; Month Volatility: 28.61; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.92 => 1.4%; Week Support: 4.92 => 1.4%; Month Support: 3.33 => 33.27%; Day NWE: 4.18 => 16.21%; Week NWE: 2.76 => 44.66%; Month NWE: 0.0 => 100.0%)
ASAN,2797,S,-1,5.46,20,6,0.25,4.58,0.2,3.66,0.95,17.4,0.65,11.899999999999999,-112.09,-112.09,-324.44,-340.01,-112.09,-112.09,7.18,(Stock Name: Asana. Inc.; Sector: Technology; Strength: S - High risk / news-driven / retail hype / biotech-heavy; Intrinsic: 0.65; Revenue: 79.0cr; Net Profit: -19.0cr; Recommended: hold; Projected High: 15.0; Projected Medium: 9.0; Projected Low: 5.75304; All time high: 145.79 => 96.0%; SMA 200: 12.08 => -121.31%; RSI: 23.17; Day Volatility: 7.18; Week Volatility: 19.29; Month Volatility: 50.08; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 11.58 => -112.09%; Week Support: 11.58 => -112.09%; Month Support: 11.05 => -102.29%; Day NWE: 4.02 => 26.31%; Week NWE: 3.27 => 40.1%; Month NWE: 0.0 => 100.0%)
PCT,2645,M,-3,5.94,20,6,0.6,10.100000000000001,0.5,8.42,0.65,10.94,0.55,9.26,9.09,9.09,-733.55,-489.18,9.09,9.09,7.3,(Stock Name: PureCycle Technologies. Inc.; Sector: Industrials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 0.26; Revenue: 1.0cr; Net Profit: -18.0cr; Recommended: buy; Projected High: 17.0; Projected Medium: 12.0; Projected Low: 7.0; All time high: 35.75 => 83.0%; SMA 200: 10.85 => -82.69%; RSI: 49.51; Day Volatility: 7.3; Week Volatility: 20.23; Month Volatility: 50.2; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.4 => 9.09%; Week Support: 5.4 => 9.09%; Month Support: 2.38 => 59.85%; Day NWE: 3.35 => 43.61%; Week NWE: 2.93 => 50.63%; Month NWE: 0.0 => 100.0%)
CLOV,2855,S,-1,1.93,20,2,0.11,5.7,0.1,5.18,0.28,14.510000000000002,0.07,3.63,-9.84,-9.84,-2621.69,-1999.94,-9.84,-9.84,6.14,(Stock Name: Clover Health Investments. Corp; Sector: Healthcare; Strength: S - Biotech / Pharma (trial-driven) ; Intrinsic: 0.59; Revenue: 192.0cr; Net Profit: -9.0cr; Recommended: none; Projected High: 3.2; Projected Medium: 2.75; Projected Low: 2.5; All time high: 28.85 => 93.0%; SMA 200: 2.57 => -33.17%; RSI: 52.53; Day Volatility: 6.14; Week Volatility: 11.92; Month Volatility: 40.6; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.12 => -9.84%; Week Support: 2.12 => -9.84%; Month Support: 0.61 => 68.6%; Day NWE: 1.5 => 22.4%; Week NWE: 0.95 => 50.53%; Month NWE: 0.0 => 100.0%)
AMC,2895,M,-3,1.35,20,1.5,0.08,5.93,0.07,5.19,0.26,19.259999999999998,0.2,14.81,-81.48,-81.48,-5120.11,-2797.69,-81.48,-81.48,8.78,(Stock Name: AMC Entertainment Holdings. Inc; Sector: Communication Services; Strength: M - Fundamental and Momentum Influence; Intrinsic: -3.69; Revenue: 485.0cr; Net Profit: -63.0cr; Recommended: none; Projected High: 3.0; Projected Medium: 1.5; Projected Low: 1.1; All time high: 726.2 => 100.0%; SMA 200: 2.21 => -63.74%; RSI: 70.47; Day Volatility: 8.78; Week Volatility: 11.43; Month Volatility: 40.42; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 2.45 => -81.48%; Week Support: 2.45 => -81.48%; Month Support: 2.38 => -76.3%; Day NWE: 0.81 => 39.98%; Week NWE: 0.23 => 82.98%; Month NWE: -80.55 => 6066.49%)
ODD,3047,M,3,14.53,20,15,1.4,9.64,0.8,5.510000000000001,1.85,12.73,1.3,8.95,-142.95,-142.95,-201.51,-81.55,-142.95,-142.95,6.71,(Stock Name: ODDITY Tech Ltd.; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 6.89; Revenue: 81.0cr; Net Profit: 11.0cr; Recommended: none; Projected High: 30.0; Projected Medium: 16.0; Projected Low: 10.0; All time high: 79.18 => 82.0%; SMA 200: 44.86 => -208.74%; RSI: 43.81; Day Volatility: 6.71; Week Volatility: 33.53; Month Volatility: 71.06; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 35.3 => -142.95%; Week Support: 35.3 => -142.95%; Month Support: 0.0 => 100.0%; Day NWE: 6.85 => 52.84%; Week NWE: -1.58 => 110.88%; Month NWE: 0.0 => 100.0%)

[Week 4: Signal Options List]
Symbol,Rank,Strength,Quality,LTP,days,Strike,c_ask,c_ask%,c_bid,c_bid%,p_ask,p_ask%,p_bid,p_bid%,NWE Day%,NWE Week%,RSI Day%,RSI Week%,SR Day%,SR Week%,Volatility%,Details
ORBS,4313,M,-3,0.84,27,1,0.2,23.69,0.05,5.92,0.4,47.38,0.15,17.77,-15.61,-15.61,-5062.35,-4522.68,-15.61,-15.61,17.41,(Stock Name: Eightco Holdings Inc.; Sector: Consumer Cyclical; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 1.81; Revenue: 4.0cr; Net Profit: -3.0cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0; All time high: 4537.5 => 100.0%; SMA 200: 3.7 => -338.63%; RSI: 43.58; Day Volatility: 17.41; Week Volatility: 32.41; Month Volatility: 0.0; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.98 => -15.61%; Week Support: 0.98 => -15.61%; Month Support: 0.0 => 100.0%; Day NWE: 0.18 => 78.88%; Week NWE: -1.42 => 267.69%; Month NWE: 0.0 => 100.0%)
UNG,4531,S,-3,10.77,27,11,0.53,4.92,0.46,4.2700000000000005,0.74,6.87,0.61,5.66,-14.67,-14.67,-277.46,-301.1,-14.67,-14.67,2.54,
MSFT,3,F,5,370.87,27,370,16.5,4.45,16.2,4.37,14.5,3.91,14.25,3.84,7.03,7.03,89.67,91.97,7.03,7.03,1.97,(Stock Name: Microsoft Corporation; Sector: Technology; Strength: F - Mega / Large Cap / Quality names ; Intrinsic: 52.62; Revenue: 30545.0cr; Net Profit: 11926.0cr; Recommended: strong_buy; Projected High: 730.0; Projected Medium: 600.0; Projected Low: 392.0; All time high: 555.45 => 33.0%; SMA 200: 474.17 => -27.85%; RSI: 38.32; Day Volatility: 1.97; Week Volatility: 4.8; Month Volatility: 12.55; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 344.79 => 7.03%; Week Support: 344.79 => 7.03%; Month Support: 344.79 => 7.03%; Day NWE: 339.85 => 8.37%; Week NWE: 338.03 => 8.85%; Month NWE: 360.5 => 2.8%)
V,21,M,5,304.36,27,305,10.35,3.4000000000000004,9.3,3.06,9.65,3.17,7.85,2.58,1.76,1.76,84.7,87.27,1.76,1.76,1.95,(Stock Name: Visa Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 20.03; Revenue: 4139.0cr; Net Profit: 2059.0cr; Recommended: strong_buy; Projected High: 450.0; Projected Medium: 400.0; Projected Low: 323.0; All time high: 375.51 => 19.0%; SMA 200: 335.46 => -10.22%; RSI: 46.56; Day Volatility: 1.95; Week Volatility: 3.85; Month Volatility: 9.38; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 299.0 => 1.76%; Week Support: 299.0 => 1.76%; Month Support: 174.6 => 42.63%; Day NWE: 285.43 => 6.22%; Week NWE: 283.41 => 6.88%; Month NWE: 285.68 => 6.14%)
